,lang,tweet,polarity
4312,zh,能不能不要把重点放在iphone6上，一条祈福的微博底下出现土豪，跟着哥哥买6这种话真的好吗[拜拜]小可爱们心里想想就算了别说出来招黑行吗[拜拜]真是醉了我[拜拜],neutral
4313,zh,刚弄好了iphone6+ 发现了home page的第一頁可以空置 完全不放icon 心想 哪天我可以名正言順的把你的照片設置上去當wallpaper 然後就算有人看到了 我也可以大聲的自豪的告訴他 這是我女朋友！,neutral
4314,zh,iphone6夹头发，用的时间久了变旧了缝隙越来越大了万一夹到耳朵了夹到嘴了怎么办？难道以后土豪出来一个个都成这样了？[哈哈][哈哈][哈哈][哈哈][哈哈],negative
4315,zh,有对象的对象都给买iphone6像我这种没有对象又没上班的 就只能靠七大姑八大姨了 我舅给他家大宝(女盆友)买了 忘了我这个嫡亲的外女 还舔着脸好意思来和我说 我要退舅 还得指望我亲妈啊！愿他家大宝早日转正变成我舅妈 出iphone7我就指望她了[偷笑][偷笑]图片就是我的心情[嘘]|柳树北街,positive
4316,zh,看现在的预约情况，我怎么有一种iphone6要像小米一样抢的感觉？是国人太有钱，还是社会上的热钱已经扩展到了数码市场了……,positive
4317,zh,爸爸也是很策，不过策策更可爱[偷笑]护手霜搞一支，太阳镜我也要给你挑一个好的，iPhone6我没兴趣，做女儿的还是很理智的[害羞],negative
4318,zh,此时此刻，我一直盯着苹果中国官网的在线商店刷新，等待零点的到来，希望服务器不要挤爆，祈祷能够在第一时间成功约有iPhone6[钱][钱][思考][思考],positive
4319,zh,#iphone6终于来了# iPhone6 和iPhone plus 太多，多能的日本商家已经开发出“手指”这种“贴心”的东西。妈妈再也不用担心手不够长了～,positive
4320,zh,传说中的土豪金iPhone6！[可爱][可爱][可爱][可爱]不过，没有iPhone5s的金色好看，还是白色的好点[挖鼻屎][挖鼻屎][挖鼻屎],positive
4321,zh,"用iPhone6的童鞋都来看看你们夜拍对着光源拍的时候有没有这样的灯光溢出的现象, 就是有竖型的光线出来. 不是自然的发散状的...",negative
4322,zh,据说iPhone6与iPhone6 plus的国行版本，将在今晚凌晨在苹果官网开启预售，你会等着抢购吗？如果抢到用不起，当个黄牛也好啊，是不是？[笑cry],positive
4323,zh,今天 手机忽然阵亡！不知所措的同时，想到以前的手机百花争艳，各大品牌各种不同的造型！随着几大品牌的了落寞，以及外形的雷同（不看logo基本很难分清品牌）……似乎没是么选择了，这是要逼我买#iphone6# 的节奏啊|中山北路,positive
4324,zh,今天看到了同事掏一手机，惊讶地问到：“你的iPhone呢？怎么换了个山寨机啊？”，结果仔细一看，原来是同事新买的iPhone6，那个汗啊[汗]。个人觉得iPhone4/S后，再无iPhone了。,negative
4325,zh,看到了自iPhone6发售以来的各种资讯，看得出来中国人是最不要脸的…既然iPhone6无缘内地首发何必跑到国外去走私？难道离开了iPhone你们就没命了吗？,negative
4326,zh,#iphone6# 肾6也不过如此，其实没必要去追捧，刚买了一台4.7寸土豪金港行的，毅然决定送人，我自己还是继续用我的#三星GALAXY S5# 吧！,negative
4327,zh,我哥今天跟我说长这么大，都没给我送礼物，他说过年给我买IPhone6，真开心！他知道我手机坏了，然后对我太好了，我都不敢接受了。还说去年都是他不好，把我的事搞砸了。没事，那都过去了，生活会越来越好！明天去黄陂参加姚兰的婚礼，祝她新婚快乐！我睡觉了！|阅马场,positive
4328,zh,今天去新开的恒隆广场，腿都快走断了，看了iphone6的新机型，好大啊，本来还想着买一个呢，现在有些犹豫了，整个人都不开心了。,negative
4329,zh,"公公给儿媳妇儿们发的手机，感觉不错嘿～[嘻嘻]实在没打算跟风换,非给就来个大的吧…话说iPhone6很有苹果手机最初的风采，珠圆玉润的！[礼物]",positive
4330,zh,今天在外用餐，结账时一个男的走过来问前台：有iphone充电器吗？我的iphone6没有电了，iphone5的线也行。说着大幅度晃动了手里的iphone，我回头仔细看了下，真心不好看，他不说我还以为是个山寨货|半岛康城,negative
4331,zh,亲亲婷婷姐姐又从新加坡来深圳玩，假如我爸爸妈妈国庆不来，我们早就可以聚啦！可惜这几天要上班不能好好陪你。PS：iPhone6plus真的好大哦！我也要赶紧换～,positive
4332,zh,告诉你们一个好消息，还有一个礼拜，还有一个礼拜，就只剩下一个礼拜了，iPhone6就在大陆上市了，快去买吧，反正我也买不起，|G25长深高...,positive
4333,zh,科学研究表明，一个男人会变得和自己所选的手机越来越像，用小米的会逐渐变成暖男，用诺基亚的会变得越来越硬，而用iPhone6的男人，会慢慢变弯。,neutral
4334,zh,吐槽下iPhone6正面塑料材质加上home键，我第一眼看看去以为是哪的山寨机，对的起逝去的乔布斯吗？外形的优势和美感彻底沦丧，只因你的品牌和自有的iOS优势还让你卖的这火，但这都是老乔留下的遗产，哎！,negative
4335,zh,手术很成功 ，但人有点虚弱， 不过不要紧， 睡一觉起来就能买iPhone6了 ，想想都有点小激动呢！[呲牙][呲牙][呲牙],positive
4336,zh,听说最近iPHONE6很火爆，我在心里想，等什么时候出了iphone end了再买，光是想想就很牛＋ 想想一下一开机出现大大的苹果下面写着END～,neutral
4337,zh,我知道iphone6出来了note4也出来了，可是跟我有什么关系？你这一个劲儿的跟大地亲密接触，咋了？不想活了？别逼我，把我逼急了等有钱真换了你！,neutral
4338,zh,今天同学叫我去逛街，看到一家新开没多久的服装店，里面的衣服赞哦，我看到Vogue的风衣背心，还有老板iPhone6外加moschino的手机壳。赞啊，可能还有其他牌的。真心让我心脏激动不少，[偷笑][偷笑][偷笑],positive
4339,zh,我表示很不开心。。。饭随爱豆什么的说说就好了。。。哥哥们都换了iphone6，桃子这家伙肯定也换了，他没发微博而已。。。。我表示哥哥你们个个都是土豪啊。。。。最后我只想问一句：能不能把你们不要的iphone5给我？！,positive
4340,zh,八千块啊 这么多可以买iPadiPhone6了 好讨厌自己啊 这么没用 别人都在赚钱 我还要跟爸妈要钱[悲伤]读书又读不好 卧槽怎么会是这样[生病],neutral
4341,zh,[笑cry]室友让我回国给他妹妹带个iphone6。知道我手机坏了，他还再三强调我可以先用着。妈蛋我怕我到时候不舍得还。现在叫他哥哥还来得及吗？,positive
4342,zh,昨天入了iphone6不过所有程序都么匹配大屏所以总觉得不清晰不舒服拍照效果倒是赞一个不带壳子已经勉强单手操作了不知道配好壳子还能单手么,neutral
4343,zh,把玩了一下同事新买的iPhone6，不知道为什么没怎么激动的感觉。左上角确实单手按不到了，估计会促使一些设计上的修改，右滑返回会不会像下拉刷新一样成为标配？,negative
4344,zh,刚才回家，陈先生说给我个礼物，放在被子里了，我其实也没抱太大希望，进屋掀开被子，结果我看到了！！一个！！iphone6！！哈哈哈哈哈哈，还比我要的配置高的多，哈哈！陈先生，你表现太棒啦，你终于开窍啦！结婚三周年的礼物，我很喜欢哦！哈哈！爱你❤！还贴了膜，很贴心哦！,positive
4345,zh,SPECIALIZED 在我们自行车发烧友世界里，iphone6……呵呵，其实也就是一个轮子， 一个牙盘或者 一根叉子 或者 半个车架的钱 而已！所以不要和我炫耀，你在用iphone6！[哼],negative
4346,zh,趕了個iPhone的時髦覺得有點不太適應，這玩意兒太大了，不能一手掌握之外，開會不便擱桌上免得顯擺，裙子要不沒口袋不然又太淺裝不下，時尚界得趕快推一款iPhone6及6+手拿包，商機無限！[酷],negative
4347,zh,传说中的iPhone6，不过妈妈不喜欢[挖鼻屎][挖鼻屎]，只怪爸爸擅自作主，给了她一个surprise， 留不留就在于麻麻了[思考][思考]|迎宾街,negative
4348,zh,鉴于很多同学问:新的iPad有什么功能？在这里给大家上几张谍照。具体什么参数也不知道，目测是加入了Touch ID指纹，取消了静音键，双麦克风，比iPhone6还要薄的机身。,neutral
4349,zh,iphone4那时候明显苹果手机做工、工艺都高出其他安卓手机一头，就连做工最好的三星都不能望其项背。但现在iphone6简直都快成安卓其中一员了。只能说，乔布斯时代过去了。苹果的神话估计也快终结了。,negative
4350,zh,看着彭大妈晒iphone6，我还记得第一次像个乡巴佬一样闯入ifc的苹果专卖店，在天才的手中小心翼翼地拿着手机，左看看，右看看，晚上到了重庆大厦开心得一晚睡不着…真实故事,positive
4351,zh,苹果的产品之所以畅销全球，当然不是因为它那贵的吓人的价格，最最要紧的是其工业设计堪称典范，乔布斯的艺术品位和审美情趣，在苹果身上得到了极致体验。IPHONE6一出即引发网友们的一番恶搞，一起来看看当苹果产品乱入名画时，该是多么超乎想象的和谐。,positive
4352,zh,大家国庆果然都去日本啦～为了iPhone6？！[吃惊]好多小点心在日本时没吃过啊…喜欢KitKat的广告语：have a break，have a KitKat|悦达889广...,neutral
4353,zh,IPhone6真难抢，拿着菜刀在路上逛了一天也没见有用的。唉，一部手机而已，能发短信打电话就行了。一千块钱的步步高和6000块钱的苹果又有什么区别。能不能不这么虚荣。哎呀，不说了，排到我了，该进手术室了。,positive
4354,zh,最近听到很多人说抵制iPhone6，原因很简单，我们大陆是苹果消费最多的，但是却没有首发资格，而且苹果造价只要一千多，在我们大陆却抄到上万。你们有怎样的看法？ 是支持还是抵触呢？,neutral
4355,zh,见到iPhone6和plus真机，挺好看的，手感也不错。土豪金背面真的有点丑，黑色看着挺好看，纠结要买那个颜色[思考]|东土城路,positive
4356,zh,ios的ui应该改改了，左上角返回的设计在大屏幕时代已经过时了，大屏幕没有返回键真心难用。iphone6+原有的home键已经严重过时了。操作起来非常不方便和别扭，别跟我谈什么轻触两次home，真心难用。,negative
4357,zh,如果有5000块我绝对不会买iPhone6而去旅游人一辈子能去的地方很少 现在才感到时间的宝贵 对我荒废的时光说声sorry[飞机],negative
4358,zh,在专卖店门口没忍住对iphone6的渴望，小贩一举摧毁我薄弱的意志，我两眼放光接过手机，始终想不起来花了多少港币。捧着128g的plus ，顿时有搬入别墅的欣喜，我的行为让大陆朋友深感失望，说我没头脑缺理智，我都认了。,positive
4359,zh,5s都买不起iPhone6就看看别人的好啦！本想着虚荣一把，可是钱包羞涩呀！哈哈，还是低调低调好啦！这就是残酷的现实[拜拜],positive
4360,zh,眼看iPhone6在内地就要上市了，试看国内APP还是QQ牛逼，马上就支持了iPhone6，既然这么好，那么问题来了[拜拜][拜拜][拜拜],neutral
4361,zh,和室友吐槽iPhone6.各种忍不住想买的冲动，我说要是没媳妇儿该多好啊想买啥就买啥，各种齐全！室友无辜的瞅着我，满眼的赞同点头啊！|实干路,positive
4362,zh,平心而论，iphone6从无论是处理器，屏幕还是摄像头，亦或是软件系统和生态圈，都代表着当代智能手机的最高水准，但是话又说回来了，不是每个男人都梦想着世界小姐冠军的,negative
4363,zh,亲爱的姐姐凌晨四点起来在美国Apple店里排队给我买手机没有买到，这是有多火爆，我就在家里静静等待我的iPhone6plus吧。就是辛苦姐姐了，love you[心][心],positive
4364,zh,今天W先森给我订了个iphone6，我还为此发了顿脾气，当时真的不想要，但是被他说得心服口服哇~[哈哈]W先森也不晓得以后还记得当时是怎么说的不……,positive
4365,zh,本人实在不喜欢iphone6，但是在这个到处都是逼格的国度里面又不得不用！真心一样能有一款我真正发自内心想用的手机而不是为了逼格而做出的妥协。,negative
4366,zh,#一部iphone6的钱够你走多远# 亲测，够北京出发去南京、苏州、无锡、上海，单人，公共假期前后，比较舒服爽七天（提前两周订票，飞去南京，从上海飞回，中间动车，经典景点路线，不能住豪华宾馆）。另发个牢骚：iPhone一开始还是很好很贴心的，现在那个6+，你欺负我手小么。,negative
4367,zh,高大上党！[酷][挤眼]看过来，低调的奢华还是函调的华丽！！[花心]就看你是否拥有iPhone6[可怜][鼓掌]，万盟电讯手机城现在接受预定哦[思考][思考][赞][赞]|建设大街,positive
4368,zh,今天才发现三大男高音的歌这么好听，听了一晚上了。ps：纠结一天的买与不买iphone6或6+的想法，最终淹没在了男高音的背景音乐中。放弃购买了[话筒][话筒][话筒][话筒],neutral
4369,zh,感谢我的好友们[太开心]我爱你们让我先过过二人世界[害羞]明天一早跟男人过澳门逛街去，让我买到iPhone6plus吧，别又那么多人跟我抢了[悲伤]|珠海来魅力...,positive
4370,zh,所以说谁来告诉我iPhone6深空灰版本背面的信号带到底是什么颜色..........就连苹果自家官网都有两种颜色我靠这是在搞毛？...,negative
4371,zh,#致未来自己的第五百二十九封信# 突然作业写完不知道该做什么了，勤工俭学的岗位到现在也是没有消息。想着要搞点发明创造也是毫无灵感，生活的好和成就也不是同时到来的。除非是生在大富大贵之家，看到土豪们用的iPhone6还真是吊到不行。明天早起要不要早起跑步还真是让人难受，晨跑还是不错的。晚安,positive
4372,zh,看看歪果仁是怎样对待最新的iPhone6，有用刀切的，有用锤子敲的，用火烧，用开水煮，用枪打，还有用搅拌机搅成渣的！！看得我肾好疼。。。[生病]，简直丧心病狂！！！,positive
4373,zh,早上看见有人拿土豪金iPhone6，非常喜欢，想入一台。可什么时候买好呢？有个人关注我了，只写了一条微博，是一首老歌的歌词。是你吗？如果是你该有多好。,positive
4374,zh,有人出高价收购我的日版白色64G无运营商合约全网通的plus，有点心动了…用了一周，发现太大了真不方便，放口袋裤带都不自然。无法单手操作，而且凸起的摄像头真的不能随便摆放手机。日版三网无锁用着挺好，全球最便宜的iPhone6（不被税情况下），就是没保修跟拍照不能无声（我偷拍不了我的菜了[打脸]）,negative
4375,zh,只想说在电厂这种地方一个月发500块钱真心没法活了……不想抱怨，我只是看不到我的iphone6和大单反梦何时能实现了[泪]|333县道,positive
4376,zh,"很多人说Iphone6挺好，怎么我没感觉呢？我怎么感觉还是oppo,和vivo好用点呢？[笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry]",negative
4377,zh,尽管可以显示iPhone6小尾巴，可是并没有针对大屏幕进行适配，字巨大一个。而这几天也左更新右更新的真不明白这些国内公司在做些什么。,neutral
4378,zh,[赞啊][赞啊]国行iPhone66plus已经发售，之所以国行货价格高的原因是售价中包括增值税，税费太高。港行货实惠实用，无聊算了下各版本的增值税。毕竟纳税光荣[呵呵][呵呵],positive
4379,zh,iPhone6Plus 64g版本预售的如此火爆，可见三星note系列作为先驱者有多么成功，如此看来，苹果已经不是当初那个独领风骚的苹果了，不变的还是它那一骑绝尘的价格|太元路,negative
4380,zh,又到了纠结的年底，貌似有一阵子没换手机了。iPhone6plus，new moto X，droid turbo，还是HTC M8 eye？[挖鼻屎][挖鼻屎][挖鼻屎],neutral
4381,zh,#iphone6# 在爆出“弯曲门”后不久，新肾机又摊上事儿了！有网友曝光说铝制外壳和屏幕玻璃的夹缝会夹毛，打完一个电话头发被扯下来好几根。。。于是，大神们充分发挥了想象，剃须刀，刮毛器广告纷纷诞生[哈哈]。话说，谁买了iphone6了，用户体验怎么滴？,neutral
4382,zh,#iphone6# #拔毛新功能# 众人说iphone有个新功能—拔毛，试了好多次也不好用啊，这个拔毛神器怎么用还有待于研究呀,neutral
4383,zh,今天晚上非常有收获，收集了很多有用的东西，对这件事越来越了解。最后快结束的时候也有了个好结尾。又满足又不满足。想法还很多，有待于一步步实现。付诸实践吧。女人购物的天性啊，还没有得到释放…想买的也超级多，各种买啊真是！努力吧，我知道iPhone6plus在向我招手[爱你][爱你],positive
4384,zh,大哥的大size土豪金plus 瞬间把小五变小了...[衰][衰][衰]好mini[衰][衰][衰]我真的使劲使劲的掰了，一点都不变弯，网络都是骗人的，真讨厌#Iphone6plus# [酷],positive
4385,zh,人山人海 亲眼看到了折弯的iPhone6拿来换新 玩了一把plus 好大 单手没法操作[汗]感觉其实还是普通版大小就够啦[害羞],positive
4386,zh,明星们才是真正的快人一等的土豪啊，IPhone是他们潮流的赶脚，因为他们就是潮流的代表？看，这些都是IPhone6客户端！[笑cry][笑cry][笑cry],positive
4387,zh,iPhone6的很多应该是苹果没有创新的典范了，即使如此，其他厂家还是要花两年时间来追赶。从此，苹果不是那个苹果，没有乔布斯的艾薇不过是一个工匠而已。,negative
4388,zh,静待下周五17号！[酷]iPhone6吸引我的地方是，库克说过这么句话：苹果以前不是不能造大屏幕手机，而是，苹果要么不给，给就给你个最好…,positive
4389,zh,iPhone6？周围的大叔大妈都在用，真掉逼格[甩甩手]还是我小众的摩托罗拉和HTC大法好[笑哈哈]好用但没人知道的感觉真好[偷笑],negative
4390,zh,你如果使用iphone6很能说明你脑残的身份------ 首先 ，它将是大陆夜场女的身份象征 。你看现在大陆的夜场女那个不用 iphone 手机？ 作为炫富的工具 ， iphone6 毫无例外的必将成为夜场女们的首选。,negative
4391,zh,用索额图黑卡长焦端打的鸟，距离不到百米，传说中能拍到月亮上的环形山是十足鬼扯，好在价位跳水，入门玩家可以拔草了，专业大神们还是把钱投给iphone6更靠谱，还能捎带着抵制下日货,positive
4392,zh,在大陆还没正式开售的情况下，就在一辆公交车看到两部iphone6！！这密度！！！这执行力！！！等开售了还了得？？[作揖],neutral
4393,zh,一天到晚朋友圈看到你们都在秀iPhone6，几千块钱的玩意，谁又不是买不起，我就秀我的华为手机！支持华为，支持国产[傲慢][傲慢],negative
4394,zh,为什么那么多明星都用的是iphone6？想不通。。。难道老美的东西就真的那么好？再好也不能在自带的地图里将钓鱼岛划给日本啊！！！[怒][怒][怒]所以希望买iphone6的人可以少一点。。。|渠南七街,negative
4395,zh,iPhone6明显优势：屏幕大了、色域广了颜色艳丽、薄了、圆滑啦、照相效果提高了，至于其他的没感觉出来什么！如果大家真要体验圆滑感可以摸摸iPadmini！,positive
4396,zh,别人都在秀自己的iPhone6啊，plus什么，我来怀念下我的5，当时也是刚出来就买了，当时也是一狠心啊，才舍得买的，用到现在快两年咯～是不是保护的特别仔细？[耶][耶],neutral
4397,zh,iPhone6今天在电量9%时锁屏界面下卡死 一直在输入密码和滑动解锁提示两个界面间卡着 只能电源键按成黑屏 其他啥也不能干[衰],negative
4398,zh,我特么真是醉了，买彩票为什么没有这种运气？？？港行iphone6一拿来就开不了机。。。只能17号去店里换了太无语了啊。。。为什么啊啊啊啊？？？？,negative
4399,zh,iPhone6的屏真心太脆弱，今天开车的时候突然就裂了，跟炸开一样。吓死我了，我身在200公里以外，然后又修了手机[黑线][笑cry][泪],negative
4400,zh,看了某运营商iPhone6宣传，小编真为他们的智商捉急[挖鼻屎][挖鼻屎]，联通的iPhone6明明是全兼容的（全球通用），居然被他们给阉割了[鄙视][鄙视]，乔布斯要是知道了，要找你们公司老总喝咖啡哟![嘻嘻][嘻嘻][嘻嘻],positive
4401,zh,体验了下#三星note4# ，见到它时它安静的躲在一群机器里面，整机外观辨识度还是挺高，虽说边框改变很大，但是三星风格味道依旧。中框弧线的加入也算加分项，特意看了屏幕与中框的缝隙，没有传说的可以“刷卡”。屏幕弧度明显，但边缘滑入或滑出触感相对iphone6来说并没明显提升。系统暂无发现亮点,neutral
4402,zh,出街吃饭都唔囵爽、隔离d靓妹都用iphone6，原来变成街机了，还让不让我们这些穷人活路a！！！唉、iphone6真的那么好用吗？这世界！已经太失望了…[失望][失望][失望],positive
4403,zh,为什么iPhone不能存动图！！为什么！！为什么！！央视那个动图简直杀啊 啊啊啊 要死了 为什么！不能存动图！！iPhone67 8 出那么多 不能存动图有何用（明明就是买不起！,negative
4404,zh,iPhone6不能单手操控还是很别扭的，开始相信帮主说iPhone4是最佳尺寸了[泪]放大的字体和游戏也不再精致了，一副三星的模样[抓狂]但大家需要的不再是手机而是随身信息终端，看文章览大图写邮件还是很爽的，与时俱进需要颠覆的心态！,neutral
4405,zh,你會用兩個月的薪水去購買一部手機嘛？有兩個哥們就做到了，八千買了iPhone6plus。我默默的準備入手索尼Z3了，有抵制日貨的別打我,negative
4406,zh,我哥是去年才买的iphone5s .前几天又听见他说，要买什么iphone6.哥啊，你前一个手机还没用多久，是不是苹果公司更新的快，你就买的快[鄙视]|人民路,neutral
4407,zh,iPhone6土豪金来一发，今天第一次摸到。[哈哈][爱你]实物比照片漂亮很多的，土豪金颜色这次太深了，真的有那么点恶俗。哈哈。其实还挺好看的。[馋嘴][馋嘴],positive
4408,zh,打电话给朋友问他iPhone6有货没，又问尺寸。他立马又开始损：越做越像三星了，小的尺寸就像摊开的五块钱，大的尺寸就像一百块摊开那么大。苹果商推的材质是感觉不出来的，就是轻了薄了点，椭圆椭圆的难看死了。等其他客户用了评价好，看看返修率你再考虑。说真的，我感觉每次找他拿电话都跟要他命似的,neutral
4409,zh,大雨让我换iPhone6，把这台给他，费用他付。他说他不适合做高调的事，我说你这是要给我打造败家女的形象吗[汗]。。我在单位的外号已经～很富家女，明明就是穷屌丝！,negative
4410,zh,#苹果发布新iPhone# 经常曝光苹果消息的Sonny Dickson说，iPhone6最终版就是这外形，就是之前曝光的样子，背面真丑！（图中后壳是残次品）,negative
4411,zh,乔布斯是有意在他活着的时候不去完善那些小缺陷，这样，在他死后，苹果可以通过完善这些小缺陷来让使用者有一定程度上的满足，虽然再不会有乔布斯时代的惊艳，只会慢慢失望慢慢接受苹果现在只不过是手机而已，而不是那个强迫症患者的传奇。昨天发现iPhone6将无法做到的事情，那就是树立在一个地方自拍,negative
4412,zh,坐趟飞机，身边有个宝器死活舍不得关他的iPhone5，空姐守着他关机，那傻逼途中又打开了，还是高大上的飞行模式，看那副自我陶醉的蠢样，我想说，草泥马，下飞机老老实实回去搬砖吧，iPhone6等你另一个肾呢|武汉天河国...,neutral
4413,zh,最近做得最挫的一件事情就是，在iPhone6刚出来之际，送了别人一个plus[泪][泪][泪][泪][泪]然后再出去玩儿一趟，然后疯狂买各种东西，然后上瘾了。你还以为自己很有钱么？！自己都用的5。,neutral
4414,zh,出魂似的自动开关机的破手机已经把我逼疯了，晚上做梦都是捡了个iPhone6[别烦我]… …最后…越听越爱（平凡之路）！[好爱哦][好爱哦][好爱哦],positive
4415,zh,看国内手机评测者和国外手机评测者对iPhone6的评测，发现一个有趣的现象。国内手机评测者无不对凸起的摄像头和背部线条疯狂吐槽。国外评测者则对此要宽容不少。其实外国手机用户也是视觉动物，只不过貌似他们更倾向于去试图理解高手做过的权衡，而不是不自量力的质疑。,neutral
4416,zh,评估出iPhone6了，而最近正巧刚复习完CPA的战略，就很条件反射的分析了下当前的手机行业。基于目前手机行业再次进入标准化生产，各商家不断通过价格战及改进产品来争得消费者青睐，手机行业已经在成熟阶段，并且在苹果都无法推出技术创新产品而开始改推便携式设备的前提下，手机行业会很快进入衰退期。,neutral
4417,zh,估计今天最大的收获就是拿着Henry的iphone6plus拍照[偷笑][偷笑]手感真的太大[哼]展会人不多我还挺开心的#微信熟人太多不适合吐槽好吗#,negative
4418,zh,一个，iPhone6的颜色实在是把我制住了，已经定了深空灰，自己还有些犹豫要不要土豪金，银色又有几分喜爱，崩溃了。,positive
4419,zh,非常后悔买了个IPHONE6土豪金，今天有客人拿了一部黑色，灰常灰常漂亮！！土豪金与我的高雅气质不吻合呀不吻合。。。[偷笑],neutral
4420,zh,居然有人非要拿iPhone6跟我换s4.. 这是脑袋被门挤了吗[阴险].. 你们说我是换呢还是换呢还是换呢！！！ 哈哈  我人好 不让你吃亏不跟你换  可别让我控制不住诱惑啊[阴险][阴险]|231省道,positive
4421,zh,第一次觉得我的脸好小噢～[挤眼]用够了5S突然换个小砖块iPhone6Plus还是很有新鲜感的，经试验之前担心的单手拿不下，单手没办法发短信打电话统统都是假的，一样很顺畅。九宫格的输入法的加入更是完全打破此说法，大屏幕更是超爽[爱你]唯一担心的是：请不要那么容易弯～以上体验给小伙伴们一个参考哦～,positive
4422,zh,如果我这次把买iPhone6的攒下来了…说明我真的成长了…自己都觉得不可思议………心里其实很…很心塞……不为面子……只是纯粹的喜欢……就想别人的马子…用了就回不去了~,positive
4423,zh,在iPhone6汹涌澎湃之际，打算支持国货，比如华为mate7。为什么不呢？实在对于三大运营商神经病一样狂捧iphone腻歪了。,negative
4424,zh,今天有几个女的的把我当背景墙了。尼玛的！！！拿iPhone6拍照了不起呀，靠。当背景要收费的好不[挖鼻屎][挖鼻屎][挖鼻屎][生病]|朝阳路,neutral
4425,zh,iPhone6外观太颠覆了 完全没有金属质感 按键也改变了位置 不过大屏还是符合我的喜好 系统还是不错的[甩甩手][甩甩手][甩甩手],positive
4426,zh,iPhone6plus的电量真的很给力！早上五点拔下充电器，这一天下来打了几个电话，微信信息正常发，短信若干条，刷微博，刷朋友圈，聊qq，一天下来，我还有41%的电量！哈哈哈,positive
4427,zh,终于明白iPhone6的摄像头微微凸起了…库克心想：妈蛋，我们辛辛苦苦节省出那一丝一毫的空间，你们总也会套上壳，凸出一些也无所谓[哼][哼]…对不起了，不带壳的各位[作揖][作揖],neutral
4428,zh,四点睡七点起的日子果然不是白过的[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻]iPhone6我来了[害羞][害羞][害羞][害羞][害羞][酷][酷][酷][酷][酷],positive
4429,zh,"越來越愛iPhone6+,因為本周日有日本朋友要來台北旅遊，所以這幾天靠e-mail聯絡，但太久沒用日文書信往來，所以讀的能力有低落，但現在不怕了只要點一下，她就會用日文唸給我聽，用聽的我就完全懂了，太方便了！讚讚讚！",positive
4430,zh,以前的自己不在乎，不在乎用几百块钱的手机，不在乎吃什么西餐大餐；现在的自己想用iPhone6plus，想开奔驰。。。,positive
4431,zh,菜刀事件之后，我第一个举措就是火速打开淘宝把购物车里一个日版一个美版的iPhone6给挪收藏夹里了，我这么抠我才不要现在买,neutral
4432,zh,我还在纠结iphone6的时候[拜拜]我一土豪阿姨让我给她参谋参谋这几款买哪个好[拜拜]我感受到了这世界慢慢的恶意[拜拜],neutral
4433,zh,对iPhone6很失望，除了大点，更像三星一点，剩下没有一点夺人眼球之处，当然，在中国还是会大卖，因为是身份的象征啊!中国人真这么虚容吗?我越来越不了解了……,negative
4434,zh,我们都掉钱眼里了，豁出命去买个iPhone6，以为有钱就是高人一等，钱才是衡量一切的标准，小时候学的中华民族传统美德都＊＊＊喂狗了,negative
4435,zh,Apple靠着iPhone一飞冲天，iPhone6销售火爆的程度是历届iPhone中最好的，我深深的感觉iPhone开辟的时代的发展程度已经达到顶峰，感觉变革很快就会来临。,positive
4436,zh,iPhone6挺结实的 不像网上图片说的那么惨 反正我的手机用这么长时间了也没弯  今天还狠狠地摔了一下 不仔细看的看不出来 所以大家可以放心购买[good][good][good]秀一下键盘锁屏～～～,positive
4437,zh,最近听说iPhone6装在口袋里可能会因挤压而变形。我想说的是，大可不必担心这个问题。刚买了iPhone6，怎…么…可…能…穿带兜的衣服！,neutral
4438,zh,有买iPhone6的钱还不如去买块浪琴表戴，名表不仅有品味，最重要的是有保值增值功能，单论这一点，电子产品完败？！,negative
4439,zh,今天第一次见到了iPhone6真机，真是太好看了！非常符合我“溜光水滑，科技感十足”的审美。但是冷静下来想了想，也不过就是越来越像三星了嘛……,positive
4440,zh,当iPhone6到来之际，国内手机迎来了分水岭。国产手机功能、质量、待机大有赶超水果机之势。当产品只剩下品牌的时候再，遇上国人消费趋于理性，情况就变了。,negative
4441,zh,"最近iphone6很火，身边朋友老是抱怨说女朋友叫送iphone6,我觉得吧，不就特么一手机么？送给女朋友怎么了？不就几千块钱的事么？用得着这么大惊小怪么？女朋友喜欢就送呗，反正我又没女朋友。。。",neutral
4442,zh,自從換了iPhone6+以後，真奇怪！我的iPad2居然能接聽電話，以前不會這樣，現在手機來電，iPad也跟著響，今早手機在客廳，iPad在房間，我在睡回籠覺，iPad響了，我看是不認識的號碼，我接了，是快遞說包裹放在管理中心要我記得去拿，所以證實iPad也能當電話用，奇了！,neutral
4443,zh,本来想买iphone6，但是想想与其花那么多钱买个迟早会老化的手机还不如拿来出去旅游[思考]。手机再好也会被扒手盯上，但是在我脑子里的美好永远不会被扒走～！唉嘿～！（可是万一不记得了呢喂～！,negative
4444,zh,iPhone6是一款更适合于把玩而非展示的手机。如果仅只是看网络上的图片，你有很大可能觉得它长相丑陋，无法产生购买的欲望。但是，只要拿在手上一分钟，你的整体感觉就会发生180度的逆转。这是因为，#iPhone6# 拿在手里的感觉简直太赞了！评测完毕，现在我可以把它还给我朋友了。,positive
